,age,articleNumber,batch,bias-question,country,gender,language,source,politics,url
1762,24,349.0,1.0,is-not-biased,United Kingdom,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/health-60648869
1763,31,94.0,1.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60656553
1764,22,429.0,1.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-europe-60637841
1765,50,276.0,1.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/uk-60593022
1766,80,290.0,1.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/new-york-city-man-rescued-arizona-hiking
1767,46,472.0,1.0,is-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/dc-truckers-convoy-loop-beltway-politicians-stories
1768,48,188.0,1.0,is-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60597186
1769,34,417.0,1.0,is-biased,India,Male,English,CNN,Independent,https://www.cnn.com/2022/03/08/us/sherri-papini-detention-hearing/index.html
1770,50,217.0,1.0,is-not-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60648911
1771,36,92.0,1.0,is-biased,Other,Female,Other,FOX,Conservative,https://www.foxnews.com/us/dc-truckers-convoy-loop-beltway-politicians-stories
1772,35,426.0,1.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html
1773,59,136.0,1.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/08/us/sherri-papini-detention-hearing/index.html
1774,39,15.0,1.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/trial-capitol-riot-conviction-washington-guy-reffitt
1775,48,35.0,1.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
1776,28,99.0,1.0,is-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/trial-capitol-riot-conviction-washington-guy-reffitt
1777,33,412.0,1.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html
1778,31,97.0,1.0,is-not-biased,United States,Other,English,CNN,Liberal,https://www.cnn.com/2022/03/08/europe/russia-invasion-ukraine-03-08-intl/index.html
1779,29,363.0,1.0,is-not-biased,United States,Female,English,CNN,Other,https://www.cnn.com/2022/03/08/us/des-moines-iowa-school-shooting-tuesday/index.html
1780,43,5.0,1.0,is-not-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html
1781,65,213.0,1.0,is-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/nyc-career-criminal-slashes-man-after-freed-prior-attack
1782,45,80.0,1.0,is-not-biased,United States,Female,English,BBC,Independent,https://www.bbc.co.uk/news/uk-60650285
1783,58,304.0,1.0,is-not-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/08/politics/poland-jets-ukraine-russia/index.html
1784,60,122.0,1.0,is-not-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/politics/poland-jets-ukraine-russia/index.html
1785,26,389.0,1.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
1786,22,42.0,1.0,is-not-biased,Brazil,Female,Portuguese,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60635930
1787,22,187.0,1.0,is-not-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/des-moines-iowa-high-school-shooting-murder-killed
1788,52,3.0,1.0,is-not-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/03/08/health/florida-child-covid-vaccine-guidance/index.html
1789,35,424.0,1.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/sherri-papini-detention-hearing/index.html
1790,48,474.0,1.0,is-not-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/university-north-texas-activists-disrupt-conservative-meeting
1791,47,266.0,1.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/trial-capitol-riot-conviction-washington-guy-reffitt
1792,25,159.0,1.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/03/08/politics/poland-jets-ukraine-russia/index.html
1793,37,308.0,1.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/politics/poland-jets-ukraine-russia/index.html
1794,30,300.0,1.0,is-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60635930
1795,44,251.0,1.0,is-not-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/des-moines-iowa-high-school-shooting-murder-killed
1796,32,462.0,1.0,is-biased,United States,Male,English,BBC,Other,https://www.bbc.co.uk/news/world-us-canada-60576847
1797,25,103.0,1.0,is-not-biased,United Kingdom,Female,English,FOX,Liberal,https://www.foxnews.com/us/trial-capitol-riot-conviction-washington-guy-reffitt
1798,22,148.0,1.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60576847
1799,48,140.0,1.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60624642
1800,41,412.0,1.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html
1801,19,62.0,1.0,is-not-biased,Italy,Male,Italian,FOX,Other,https://www.foxnews.com/us/florida-officer-speeding-drunk-driver-runners-10k-dashcam-video
1802,42,103.0,1.0,is-not-biased,Austria,Male,Auslan,FOX,Independent,https://www.foxnews.com/us/trial-capitol-riot-conviction-washington-guy-reffitt
1803,41,385.0,1.0,is-biased,Brazil,Male,Portuguese,FOX,Liberal,https://www.foxnews.com/us/florida-officer-speeding-drunk-driver-runners-10k-dashcam-video
1804,44,68.0,1.0,is-not-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60576847
1805,72,320.0,1.0,is-not-biased,Spain,Male,Spanish,FOX,Liberal,https://www.foxnews.com/us/san-francisco-officer-terrance-stangel-verdict-dacari-spiers-boudin
1806,28,220.0,1.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/uk-england-essex-60624526
1807,36,496.0,1.0,is-biased,United States,Female,English,FOX,Other,https://www.foxnews.com/us/florida-officer-speeding-drunk-driver-runners-10k-dashcam-video
1808,36,139.0,1.0,is-not-biased,India,Male,English,FOX,Independent,https://www.foxnews.com/us/ghislaine-maxwell-juror-falsely-answered-questionnaire-granted-immunity
1809,33,445.0,1.0,is-biased,Algeria,Male,English,CNN,Independent,https://www.cnn.com/2022/03/08/us/sherri-papini-detention-hearing/index.html
1810,44,294.0,1.0,is-not-biased,Romania,Female,Romanian,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60655723
1811,61,261.0,1.0,is-not-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/des-moines-iowa-high-school-shooting-murder-killed
1812,26,46.0,1.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/03/08/us/sherri-papini-detention-hearing/index.html
1813,27,421.0,1.0,is-not-biased,Italy,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60488367
1814,35,16.0,1.0,is-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/san-francisco-officer-terrance-stangel-verdict-dacari-spiers-boudin
1815,34,53.0,1.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/sherri-papini-california-kidnapping-bail
1816,52,97.0,1.0,is-not-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/08/europe/russia-invasion-ukraine-03-08-intl/index.html
1817,33,472.0,1.0,is-not-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/dc-truckers-convoy-loop-beltway-politicians-stories
1818,37,306.0,1.0,is-not-biased,India,Female,English,FOX,Conservative,https://www.foxnews.com/us/dual-russian-american-citizen-kremlin-agent-doj
1819,27,476.0,1.0,is-not-biased,Brazil,Male,Portuguese,FOX,Independent,https://www.foxnews.com/us/san-francisco-officer-terrance-stangel-verdict-dacari-spiers-boudin
1820,31,318.0,1.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/los-angeles-robbery-suspects-home-invasion-studio-city
1821,35,323.0,1.0,is-not-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/health/florida-child-covid-vaccine-guidance/index.html
1822,35,82.0,1.0,is-not-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/san-francisco-officer-terrance-stangel-verdict-dacari-spiers-boudin
1823,43,11.0,1.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-middle-east-60660310
1824,22,132.0,1.0,is-not-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
1825,34,383.0,1.0,is-not-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/trial-capitol-riot-conviction-washington-guy-reffitt
1826,34,447.0,1.0,is-not-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/08/us/des-moines-iowa-school-shooting-tuesday/index.html
1827,71,369.0,1.0,is-not-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/uk-60642926
1828,28,434.0,1.0,is-biased,India,Female,English,CNN,Conservative,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
1829,56,40.0,1.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/entertainment-arts-60562041
1830,20,243.0,1.0,is-biased,Cameroon,Male,French,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60597186
1831,40,77.0,1.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/58888451
1832,52,397.0,1.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/sherri-papini-detention-hearing/index.html
1833,32,270.0,1.0,is-not-biased,India,Female,English,FOX,Liberal,https://www.foxnews.com/us/florida-officer-speeding-drunk-driver-runners-10k-dashcam-video
1834,25,44.0,1.0,is-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/florida-officer-speeding-drunk-driver-runners-10k-dashcam-video
1835,59,105.0,1.0,is-not-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60666251
1836,34,68.0,1.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60576847
1837,59,496.0,1.0,is-not-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/florida-officer-speeding-drunk-driver-runners-10k-dashcam-video
1838,31,351.0,1.0,is-not-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/des-moines-iowa-high-school-shooting-murder-killed
1839,47,435.0,1.0,is-not-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/dual-russian-american-citizen-kremlin-agent-doj
1840,31,475.0,1.0,is-not-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/florida-officer-speeding-drunk-driver-runners-10k-dashcam-video
1841,28,361.0,1.0,is-not-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
1842,29,445.0,1.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/sherri-papini-detention-hearing/index.html
1843,68,35.0,1.0,is-not-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
1844,36,375.0,1.0,is-not-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/03/08/europe/russia-invasion-ukraine-03-08-intl/index.html
1845,56,9.0,1.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
1846,56,312.0,1.0,is-not-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/san-francisco-officer-terrance-stangel-verdict-dacari-spiers-boudin
1847,32,492.0,1.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/politics/poland-jets-ukraine-russia/index.html
1848,53,9.0,1.0,is-not-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
1849,34,210.0,1.0,is-biased,Italy,Male,Italian,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60666251
1850,38,495.0,1.0,is-not-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/europe/russia-invasion-ukraine-03-08-intl/index.html
1851,41,82.0,1.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/san-francisco-officer-terrance-stangel-verdict-dacari-spiers-boudin
1852,28,371.0,1.0,is-biased,India,Male,English,FOX,Liberal,https://www.foxnews.com/us/dc-truckers-convoy-loop-beltway-politicians-stories
1853,62,441.0,1.0,is-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/des-moines-iowa-high-school-shooting-murder-killed
1854,65,194.0,1.0,is-not-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60666251
1855,44,430.0,1.0,is-not-biased,United States,Female,Spanish,CNN,Liberal,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
1856,28,318.0,1.0,is-not-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/los-angeles-robbery-suspects-home-invasion-studio-city
1857,28,463.0,1.0,is-not-biased,Brazil,Male,Portuguese,CNN,Conservative,https://www.cnn.com/2022/03/08/us/sherri-papini-detention-hearing/index.html
1858,25,273.0,1.0,is-not-biased,United States,Female,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60635930
1859,55,208.0,1.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60666414
1860,47,74.0,1.0,is-not-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/dual-russian-american-citizen-kremlin-agent-doj
1861,56,89.0,1.0,is-not-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/03/08/health/florida-child-covid-vaccine-guidance/index.html
1862,41,314.0,1.0,is-not-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/university-north-texas-activists-disrupt-conservative-meeting
1863,30,488.0,1.0,is-not-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/sherri-papini-detention-hearing/index.html
1864,34,391.0,1.0,is-biased,India,Male,English,FOX,Liberal,https://www.foxnews.com/us/former-keystone-pipeline-worker-says-us-energy-crisis-is-result-of-bidens-policies-we-tried-to-warn-you
1865,36,193.0,1.0,is-not-biased,Canada,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/des-moines-iowa-school-shooting-tuesday/index.html
1866,40,496.0,1.0,is-not-biased,United States,Male,English,FOX,Other,https://www.foxnews.com/us/florida-officer-speeding-drunk-driver-runners-10k-dashcam-video
1867,21,190.0,1.0,is-not-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/08/us/des-moines-iowa-school-shooting-tuesday/index.html
1868,56,99.0,1.0,is-not-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/trial-capitol-riot-conviction-washington-guy-reffitt
1869,33,72.0,1.0,is-not-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
1870,63,88.0,1.0,is-not-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/san-francisco-officer-terrance-stangel-verdict-dacari-spiers-boudin
1871,25,135.0,1.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60666251
1872,41,310.0,1.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/des-moines-iowa-school-shooting-tuesday/index.html
1873,60,185.0,1.0,is-not-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/holocaust-survivors-ukraine-emergency-aid-nonprofit
1874,61,414.0,1.0,is-not-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html
1875,33,249.0,1.0,is-biased,Other,Female,Other,BBC,Conservative,https://www.bbc.co.uk/news/uk-60650285
1876,41,380.0,1.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/former-keystone-pipeline-worker-says-us-energy-crisis-is-result-of-bidens-policies-we-tried-to-warn-you
1877,54,105.0,1.0,is-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60666251
1878,29,303.0,1.0,is-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60670105
1879,41,418.0,1.0,is-not-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60635930
1880,24,304.0,1.0,is-biased,Italy,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/08/politics/poland-jets-ukraine-russia/index.html
1881,29,202.0,1.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60624642
1882,32,431.0,1.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/des-moines-iowa-high-school-shooting-murder-killed
1883,25,289.0,1.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
1884,56,25.0,1.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/des-moines-iowa-school-shooting-tuesday/index.html
1885,72,417.0,1.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/03/08/us/sherri-papini-detention-hearing/index.html
1886,30,495.0,1.0,is-not-biased,United States,Female,Spanish,CNN,Liberal,https://www.cnn.com/2022/03/08/europe/russia-invasion-ukraine-03-08-intl/index.html
1887,28,146.0,1.0,is-not-biased,Mexico,Female,Spanish,FOX,Independent,https://www.foxnews.com/us/ghislaine-maxwell-juror-calls-false-answer-questionnaire-biggest-mistake
1888,53,480.0,1.0,is-not-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60669763
1889,34,124.0,1.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/03/08/us/des-moines-iowa-school-shooting-tuesday/index.html
1890,45,354.0,1.0,is-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60635930
1891,29,250.0,1.0,is-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/uk-wales-60637319
1892,48,267.0,1.0,is-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/58888451
1893,41,283.0,1.0,is-not-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/sherri-papini-california-kidnapping-bail
1894,50,426.0,1.0,is-biased,Spain,Male,Spanish,CNN,Liberal,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html
1895,25,327.0,1.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60656553
1896,35,62.0,1.0,is-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/florida-officer-speeding-drunk-driver-runners-10k-dashcam-video
1897,28,38.0,1.0,is-biased,Dominican Republic,Other,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60576847
1898,43,340.0,1.0,is-not-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/des-moines-iowa-high-school-shooting-murder-killed
1899,37,325.0,1.0,is-not-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60670105
1900,53,355.0,1.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/politics/poland-jets-ukraine-russia/index.html
1901,41,283.0,1.0,is-not-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/sherri-papini-california-kidnapping-bail
1902,38,72.0,1.0,is-biased,Brazil,Male,Portuguese,CNN,Independent,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
1903,25,321.0,1.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60666251
1904,36,304.0,1.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/politics/poland-jets-ukraine-russia/index.html
1905,26,9.0,1.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
1906,38,490.0,1.0,is-not-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/03/08/politics/poland-jets-ukraine-russia/index.html
1907,56,53.0,1.0,is-biased,Chad,Male,English,FOX,Liberal,https://www.foxnews.com/us/sherri-papini-california-kidnapping-bail
1908,67,448.0,1.0,is-not-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/08/us/des-moines-iowa-school-shooting-tuesday/index.html
1909,30,1.0,1.0,is-not-biased,United Kingdom,Female,English,CNN,Other,https://www.cnn.com/2022/03/08/health/florida-child-covid-vaccine-guidance/index.html
1910,53,496.0,1.0,is-not-biased,Korea South,Female,Korean,FOX,Liberal,https://www.foxnews.com/us/florida-officer-speeding-drunk-driver-runners-10k-dashcam-video
1911,30,433.0,1.0,is-biased,Italy,Female,Italian,CNN,Other,https://www.cnn.com/2022/03/08/politics/poland-jets-ukraine-russia/index.html
1912,53,301.0,1.0,is-not-biased,United Kingdom,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60576847
1913,58,366.0,1.0,is-not-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/politics/poland-jets-ukraine-russia/index.html
1914,43,451.0,1.0,is-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/03/08/us/sherri-papini-detention-hearing/index.html
1915,56,360.0,1.0,is-not-biased,Canada,Female,English,BBC,Other,https://www.bbc.co.uk/news/av/10462520
1916,47,427.0,1.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60656553
1917,50,419.0,1.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/des-moines-iowa-high-school-shooting-murder-killed
1918,28,246.0,1.0,is-not-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/los-angeles-robbery-suspects-home-invasion-studio-city
1919,33,377.0,1.0,is-biased,India,Female,English,FOX,Independent,https://www.foxnews.com/us/des-moines-iowa-high-school-shooting-murder-killed
1920,37,288.0,1.0,is-not-biased,United Kingdom,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60666251
1921,28,376.0,1.0,is-not-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/03/08/health/florida-child-covid-vaccine-guidance/index.html
1922,28,377.0,1.0,is-not-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/des-moines-iowa-high-school-shooting-murder-killed
1923,41,14.0,1.0,is-not-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/politics/poland-jets-ukraine-russia/index.html
1924,26,143.0,1.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60655723
1925,22,283.0,1.0,is-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/sherri-papini-california-kidnapping-bail
1926,57,93.0,1.0,is-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/san-francisco-officer-terrance-stangel-verdict-dacari-spiers-boudin
1927,32,133.0,1.0,is-not-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/dual-russian-american-citizen-kremlin-agent-doj
1928,49,468.0,1.0,is-not-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60656553
1929,27,430.0,1.0,is-biased,India,Male,Tamil,CNN,Liberal,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
1930,36,151.0,1.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/health/florida-child-covid-vaccine-guidance/index.html
1931,27,296.0,1.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/03/08/us/sherri-papini-detention-hearing/index.html
1932,22,95.0,1.0,is-not-biased,Brazil,Male,Portuguese,FOX,Liberal,https://www.foxnews.com/us/des-moines-iowa-high-school-shooting-murder-killed
1933,64,160.0,1.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60670105
1934,32,331.0,1.0,is-not-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/health-60648869
1935,35,369.0,1.0,is-not-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/uk-60642926
1936,30,185.0,1.0,is-not-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/holocaust-survivors-ukraine-emergency-aid-nonprofit
1937,35,334.0,1.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/03/08/europe/russia-invasion-ukraine-03-08-intl/index.html
1938,56,342.0,1.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/sherri-papini-california-kidnapping-bail
1939,36,302.0,1.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/europe/russia-invasion-ukraine-03-08-intl/index.html
1940,35,435.0,1.0,is-not-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/dual-russian-american-citizen-kremlin-agent-doj
1941,31,129.0,1.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/entertainment-arts-60660186
1942,52,61.0,1.0,is-not-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60670105
1943,36,428.0,1.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/uk-60650285
1944,25,233.0,1.0,is-biased,Australia,Female,Spanish,CNN,Independent,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html
1945,36,34.0,1.0,is-not-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/ghislaine-maxwell-juror-calls-false-answer-questionnaire-biggest-mistake
1946,45,350.0,1.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/08/politics/poland-jets-ukraine-russia/index.html
1947,36,347.0,1.0,is-not-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/university-north-texas-activists-disrupt-conservative-meeting
1948,38,170.0,1.0,is-not-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
1949,49,149.0,1.0,is-not-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/08/health/florida-child-covid-vaccine-guidance/index.html
1950,53,358.0,1.0,is-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/holocaust-survivors-ukraine-emergency-aid-nonprofit
1951,19,180.0,1.0,is-not-biased,China,Other,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60576847
1952,33,430.0,1.0,is-not-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
1953,27,57.0,1.0,is-not-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/new-york-city-man-rescued-arizona-hiking
1954,64,52.0,1.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60656553
1955,34,460.0,1.0,is-not-biased,Italy,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60635930
