Model,article_id,index,article_only_output,article_only_confidence,human_label,source,politics,age,gender,article_only_aligned
qwen3_4b,132,54,0.0,95.0,1,CNN,Conservative,32,Male,0
qwen3_4b,244,854,0.0,90.0,1,FOX,Liberal,40,Female,0
qwen3_4b,224,729,0.0,90.0,1,FOX,Conservative,25,Female,0
qwen3_4b,60,117,0.0,95.0,0,BBC,Liberal,51,Female,1
qwen3_4b,59,1963,0.0,95.0,0,BBC,Conservative,44,Male,1
qwen3_4b,242,432,0.0,90.0,1,FOX,Liberal,40,Male,0
qwen3_4b,242,855,0.0,100.0,0,FOX,Other,48,Female,1
qwen3_4b,263,1088,0.0,95.0,0,FOX,Liberal,36,Male,1
qwen3_4b,100,558,0.0,95.0,0,BBC,Liberal,33,Male,1
qwen3_4b,50,1699,0.0,95.0,0,BBC,Liberal,22,Female,1
qwen3_4b,167,1214,0.0,95.0,1,CNN,Liberal,34,Female,0
qwen3_4b,157,1403,0.0,95.0,1,CNN,Conservative,54,Female,0
qwen3_4b,116,1838,0.0,90.0,0,CNN,Liberal,29,Female,1
qwen3_4b,136,55,0.0,95.0,0,CNN,Independent,35,Female,1
qwen3_4b,57,433,0.0,100.0,1,BBC,Conservative,25,Male,0
qwen3_4b,181,118,0.0,90.0,1,FOX,Liberal,50,Male,0
qwen3_4b,25,856,0.0,90.0,1,BBC,Liberal,25,Female,0
qwen3_4b,131,559,0.0,90.0,1,CNN,Independent,25,Male,0
qwen3_4b,100,1215,0.0,95.0,0,BBC,Conservative,44,Female,1
qwen3_4b,97,1404,0.0,95.0,1,BBC,Liberal,51,Male,0
qwen3_4b,163,119,0.0,95.0,1,CNN,Liberal,25,Female,0
qwen3_4b,110,1700,0.0,90.0,1,CNN,Independent,36,Male,0
qwen3_4b,177,56,0.0,90.0,1,FOX,Conservative,30,Male,0
qwen3_4b,173,730,0.0,85.0,0,FOX,Independent,40,Male,1
qwen3_4b,173,1089,0.0,80.0,1,FOX,Liberal,33,Male,0
qwen3_4b,88,731,0.0,95.0,1,BBC,Liberal,69,Female,0
qwen3_4b,110,434,0.0,90.0,1,CNN,Conservative,53,Female,0
qwen3_4b,6,857,0.0,95.0,1,BBC,Conservative,24,Female,0
qwen3_4b,196,560,0.0,90.0,1,FOX,Conservative,30,Male,0
qwen3_4b,58,1701,0.0,100.0,1,BBC,Liberal,default,Female,0
qwen3_4b,229,1216,0.0,90.0,1,FOX,Liberal,27,Female,0
qwen3_4b,112,2115,0.0,95.0,1,CNN,Independent,34,Male,0
qwen3_4b,157,1405,0.0,95.0,1,CNN,Conservative,64,Female,0
qwen3_4b,234,1090,0.0,90.0,1,FOX,Independent,33,Male,0
qwen3_4b,155,561,0.0,100.0,1,CNN,Independent,30,Male,0
qwen3_4b,134,57,0.0,90.0,1,CNN,Conservative,27,Male,0
qwen3_4b,151,435,0.0,100.0,1,CNN,Liberal,48,Male,0
qwen3_4b,95,120,0.0,90.0,1,BBC,Liberal,34,Female,0
qwen3_4b,78,732,0.0,90.0,1,BBC,Liberal,27,Male,0
qwen3_4b,167,1217,0.0,95.0,1,CNN,Conservative,24,Female,0
qwen3_4b,116,1927,0.0,90.0,1,CNN,Independent,27,Male,0
qwen3_4b,152,858,0.0,90.0,0,CNN,Independent,45,Female,1
qwen3_4b,112,1702,0.0,90.0,0,CNN,Independent,44,Male,1
qwen3_4b,140,1091,0.0,95.0,0,CNN,Conservative,24,Female,1
qwen3_4b,237,1406,0.0,90.0,1,FOX,Liberal,64,Female,0
qwen3_4b,203,436,0.0,100.0,0,FOX,Conservative,57,Female,1
qwen3_4b,277,58,0.0,90.0,1,FOX,Conservative,32,Male,0
qwen3_4b,235,121,0.0,95.0,1,FOX,Conservative,28,Male,0
qwen3_4b,106,859,0.0,90.0,1,BBC,Conservative,47,Female,0
qwen3_4b,103,562,0.0,95.0,1,BBC,Conservative,30,Male,0
qwen3_4b,252,1092,0.0,90.0,0,FOX,Conservative,39,Female,1
qwen3_4b,173,733,0.0,90.0,0,FOX,Liberal,23,Male,1
qwen3_4b,169,1407,0.0,95.0,1,CNN,Conservative,47,Male,0
qwen3_4b,115,1964,0.0,95.0,1,CNN,Liberal,62,Male,0
qwen3_4b,193,1703,0.0,90.0,0,FOX,Conservative,34,Male,1
qwen3_4b,166,59,0.0,95.0,1,CNN,Conservative,30,Male,0
qwen3_4b,156,122,0.0,100.0,1,CNN,Conservative,27,Male,0
qwen3_4b,225,1218,0.0,90.0,1,FOX,Conservative,25,Male,0
qwen3_4b,127,734,0.0,95.0,1,CNN,Liberal,47,Female,0
qwen3_4b,227,860,0.0,90.0,1,FOX,Liberal,33,Male,0
qwen3_4b,101,1408,0.0,100.0,1,BBC,Independent,25,Male,0
qwen3_4b,92,1219,0.0,90.0,1,BBC,Liberal,42,Male,0
qwen3_4b,111,1704,0.0,95.0,1,CNN,Liberal,25,Male,0
qwen3_4b,28,1093,0.0,95.0,1,BBC,Liberal,50,Male,0
qwen3_4b,22,437,0.0,90.0,1,BBC,Conservative,49,Male,0
qwen3_4b,115,1839,0.0,95.0,0,CNN,Conservative,68,Female,1
qwen3_4b,106,60,0.0,90.0,1,BBC,Conservative,26,Female,0
qwen3_4b,149,735,0.0,95.0,0,CNN,Independent,24,Female,1
qwen3_4b,262,861,0.0,95.0,1,FOX,Liberal,48,Male,0
qwen3_4b,245,438,0.0,90.0,1,FOX,Conservative,35,Male,0
qwen3_4b,253,563,0.0,90.0,0,FOX,Other,63,Female,1
qwen3_4b,71,564,0.0,90.0,1,BBC,Conservative,53,Female,0
qwen3_4b,7,123,0.0,90.0,1,BBC,Conservative,34,Female,0
qwen3_4b,123,1220,0.0,95.0,0,CNN,Independent,27,Female,1
qwen3_4b,25,1094,0.0,90.0,1,BBC,Conservative,25,Male,0
qwen3_4b,101,439,0.0,95.0,1,BBC,Liberal,26,Male,0
qwen3_4b,86,736,0.0,95.0,1,BBC,Conservative,41,Male,0
qwen3_4b,267,61,0.0,95.0,0,FOX,Liberal,28,Male,1
qwen3_4b,169,565,0.0,95.0,1,CNN,Conservative,25,Female,0
qwen3_4b,193,1409,0.0,90.0,0,FOX,Independent,22,Male,1
qwen3_4b,277,124,0.0,95.0,1,FOX,Independent,49,Female,0
qwen3_4b,48,1705,1.0,90.0,1,BBC,Liberal,30,Female,1
qwen3_4b,141,862,0.0,95.0,1,CNN,Conservative,45,Male,0
qwen3_4b,86,1095,0.0,95.0,1,BBC,Independent,35,Male,0
qwen3_4b,116,1706,0.0,90.0,1,CNN,Independent,33,Male,0
qwen3_4b,161,125,0.0,100.0,0,CNN,Liberal,35,Female,1
qwen3_4b,193,2116,0.0,95.0,1,FOX,Liberal,58,Female,0
qwen3_4b,262,1410,0.0,90.0,1,FOX,Conservative,32,Male,0
qwen3_4b,102,566,0.0,100.0,0,BBC,Conservative,32,Female,1
qwen3_4b,54,62,0.0,85.0,1,BBC,Conservative,33,Male,0
qwen3_4b,185,1221,0.0,90.0,1,FOX,Liberal,33,Male,0
qwen3_4b,145,440,0.0,95.0,1,CNN,Conservative,25,Female,0
qwen3_4b,126,737,0.0,90.0,1,CNN,Liberal,33,Female,0
qwen3_4b,161,1096,0.0,90.0,1,CNN,Liberal,24,Female,0
qwen3_4b,10,863,0.0,95.0,0,BBC,Independent,53,Male,1
qwen3_4b,90,1222,0.0,90.0,1,BBC,Liberal,30,Male,0
qwen3_4b,29,1411,0.0,95.0,1,BBC,Conservative,38,Female,0
qwen3_4b,146,126,0.0,95.0,1,CNN,Liberal,52,Male,0
qwen3_4b,156,738,0.0,100.0,1,CNN,Conservative,55,Male,0
qwen3_4b,193,1928,0.0,95.0,0,FOX,Liberal,22,Male,1
qwen3_4b,123,63,0.0,90.0,1,CNN,Conservative,44,Male,0
qwen3_4b,195,1707,0.0,100.0,1,FOX,Liberal,43,Female,0
qwen3_4b,101,567,0.0,100.0,0,BBC,Liberal,36,Female,1
qwen3_4b,140,1223,0.0,95.0,1,CNN,Independent,48,Male,0
qwen3_4b,95,1412,0.0,90.0,0,BBC,Conservative,45,Female,1
qwen3_4b,266,864,0.0,95.0,0,FOX,Liberal,22,Male,1
qwen3_4b,253,441,0.0,90.0,1,FOX,Liberal,30,Male,0
qwen3_4b,59,1708,0.0,90.0,1,BBC,Conservative,37,Female,0
qwen3_4b,112,1965,0.0,90.0,1,CNN,Conservative,35,Female,0
qwen3_4b,205,1097,0.0,90.0,0,FOX,Conservative,41,Female,1
qwen3_4b,130,442,0.0,95.0,1,CNN,Liberal,30,Male,0
qwen3_4b,211,127,0.0,95.0,1,FOX,Conservative,23,Male,0
qwen3_4b,169,568,0.0,90.0,1,CNN,Independent,24,Female,0
qwen3_4b,43,64,0.0,90.0,1,BBC,Liberal,54,Female,0
qwen3_4b,3,739,0.0,95.0,1,BBC,Liberal,60,Female,0
qwen3_4b,262,1098,0.0,95.0,0,FOX,Conservative,58,Male,1
qwen3_4b,265,1224,0.0,90.0,1,FOX,Conservative,25,Female,0
qwen3_4b,242,865,0.0,90.0,0,FOX,Conservative,65,Female,1
qwen3_4b,86,65,0.0,95.0,1,BBC,Liberal,37,Male,0
qwen3_4b,141,1413,0.0,90.0,1,CNN,Conservative,44,Male,0
qwen3_4b,111,1709,0.0,90.0,0,CNN,Other,43,Male,1
qwen3_4b,110,1840,0.0,90.0,0,CNN,Independent,36,Female,1
qwen3_4b,83,443,0.0,95.0,1,BBC,Conservative,55,Female,0
qwen3_4b,197,128,0.0,95.0,1,FOX,Liberal,22,Male,0
qwen3_4b,126,569,0.0,95.0,1,CNN,Conservative,30,Male,0
qwen3_4b,136,740,0.0,100.0,0,CNN,Liberal,31,Female,1
qwen3_4b,1,866,0.0,95.0,0,BBC,Liberal,31,Male,1
qwen3_4b,1,1099,0.0,100.0,1,BBC,Independent,30,Male,0
qwen3_4b,167,66,0.0,90.0,0,CNN,Liberal,27,Female,1
qwen3_4b,154,570,0.0,95.0,1,CNN,Liberal,27,Female,0
qwen3_4b,116,1710,0.0,95.0,1,CNN,Liberal,30,Male,0
qwen3_4b,121,1414,0.0,90.0,1,CNN,Conservative,35,Male,0
qwen3_4b,98,1225,1.0,70.0,0,BBC,Liberal,26,Female,0
qwen3_4b,123,129,0.0,90.0,1,CNN,Conservative,45,Male,0
qwen3_4b,102,741,0.0,95.0,1,BBC,Liberal,62,Male,0
qwen3_4b,171,1100,0.0,95.0,1,CNN,Liberal,25,Female,0
qwen3_4b,33,867,0.0,90.0,1,BBC,Liberal,38,Female,0
qwen3_4b,220,444,0.0,95.0,1,FOX,Independent,27,Male,0
qwen3_4b,101,1226,0.0,100.0,1,BBC,Conservative,42,Female,0
qwen3_4b,95,1415,0.0,95.0,0,BBC,Liberal,31,Female,1
qwen3_4b,195,1711,0.0,100.0,1,FOX,Liberal,43,Female,0
qwen3_4b,36,571,0.0,95.0,1,BBC,Conservative,23,Male,0
qwen3_4b,114,2117,0.0,90.0,0,CNN,Liberal,40,Female,1
qwen3_4b,105,67,0.0,95.0,1,BBC,Liberal,27,Female,0
qwen3_4b,274,445,0.0,95.0,1,FOX,Liberal,32,Male,0
qwen3_4b,119,130,0.0,95.0,1,CNN,Liberal,52,Male,0
qwen3_4b,113,742,0.0,95.0,1,CNN,Conservative,31,Male,0
qwen3_4b,168,1101,0.0,95.0,1,CNN,Independent,53,Female,0
qwen3_4b,220,868,0.0,95.0,1,FOX,Conservative,63,Female,0
qwen3_4b,50,1712,0.0,90.0,0,BBC,Liberal,42,Male,1
qwen3_4b,152,1416,0.0,95.0,1,CNN,Liberal,34,Female,0
qwen3_4b,144,1227,0.0,95.0,1,CNN,Conservative,38,Female,0
qwen3_4b,101,68,0.0,95.0,1,BBC,Independent,53,Male,0
qwen3_4b,69,131,0.0,95.0,1,BBC,Conservative,53,Female,0
qwen3_4b,187,446,0.0,95.0,1,FOX,Conservative,32,Female,0
qwen3_4b,106,743,0.0,95.0,1,BBC,Conservative,28,Female,0
qwen3_4b,62,1929,0.0,90.0,0,BBC,Liberal,64,Female,1
qwen3_4b,127,869,0.0,95.0,0,CNN,Liberal,50,Female,1
qwen3_4b,121,572,0.0,90.0,1,CNN,Liberal,48,Female,0
qwen3_4b,286,1417,0.0,95.0,0,FOX,Liberal,38,Female,1
qwen3_4b,195,1228,0.0,95.0,1,FOX,Independent,48,Female,0
qwen3_4b,27,1966,0.0,95.0,0,BBC,Independent,67,Male,1
qwen3_4b,22,69,0.0,95.0,0,BBC,Conservative,29,Male,1
qwen3_4b,247,132,0.0,90.0,1,FOX,Conservative,48,Female,0
qwen3_4b,29,1102,0.0,95.0,1,BBC,Independent,34,Male,0
qwen3_4b,205,1713,0.0,90.0,1,FOX,Liberal,30,Male,0
qwen3_4b,151,1166,0.0,95.0,0,CNN,Conservative,47,Female,1
qwen3_4b,142,573,0.0,95.0,0,CNN,Conservative,25,Male,1
qwen3_4b,139,447,0.0,85.0,0,CNN,Liberal,56,Female,1
qwen3_4b,82,744,0.0,90.0,0,BBC,Independent,50,Male,1
qwen3_4b,169,870,0.0,95.0,0,CNN,Liberal,66,Female,1
qwen3_4b,136,1481,0.0,95.0,1,CNN,Conservative,36,Male,0
qwen3_4b,115,1841,0.0,95.0,0,CNN,Liberal,56,Female,1
qwen3_4b,97,70,0.0,95.0,1,BBC,Independent,66,Female,0
qwen3_4b,221,1292,0.0,90.0,1,FOX,Liberal,25,Male,0
qwen3_4b,142,133,0.0,90.0,0,CNN,Liberal,28,Female,1
qwen3_4b,160,574,0.0,90.0,1,CNN,Liberal,25,Male,0
qwen3_4b,201,448,0.0,90.0,0,FOX,Independent,38,Female,1
qwen3_4b,205,1714,0.0,90.0,1,FOX,Liberal,24,Male,0
qwen3_4b,14,871,0.0,90.0,1,BBC,Conservative,42,Female,0
qwen3_4b,230,745,0.0,90.0,1,FOX,Conservative,30,Female,0
qwen3_4b,205,1167,0.0,95.0,0,FOX,Other,51,Female,1
qwen3_4b,103,1293,0.0,95.0,1,BBC,Independent,35,Male,0
qwen3_4b,265,1715,0.0,95.0,1,FOX,Liberal,47,Male,0
qwen3_4b,81,1482,0.0,85.0,1,BBC,Conservative,23,Female,0
qwen3_4b,5,134,0.0,95.0,0,BBC,Conservative,27,Male,1
qwen3_4b,94,71,0.0,95.0,1,BBC,Conservative,28,Female,0
qwen3_4b,239,449,0.0,100.0,1,FOX,Conservative,41,Male,0
qwen3_4b,276,872,0.0,95.0,0,FOX,Conservative,53,Male,1
qwen3_4b,265,746,0.0,90.0,0,FOX,Conservative,25,Male,1
qwen3_4b,157,575,0.0,90.0,0,CNN,Conservative,68,Female,1
qwen3_4b,193,1716,0.0,95.0,0,FOX,Liberal,26,Female,1
qwen3_4b,157,1168,0.0,95.0,0,CNN,Liberal,31,Male,1
qwen3_4b,10,1483,0.0,95.0,0,BBC,Liberal,33,Female,1
qwen3_4b,19,1294,0.0,95.0,1,BBC,Conservative,54,Male,0
qwen3_4b,267,450,0.0,100.0,1,FOX,Conservative,55,Male,0
qwen3_4b,114,2118,0.0,90.0,1,CNN,Independent,39,Male,0
qwen3_4b,105,72,0.0,95.0,1,BBC,Conservative,32,Male,0
qwen3_4b,172,747,0.0,95.0,1,CNN,Conservative,30,Female,0
qwen3_4b,145,873,0.0,95.0,1,CNN,Liberal,59,Male,0
qwen3_4b,160,1295,0.0,95.0,1,CNN,Independent,52,Male,0
qwen3_4b,34,1484,0.0,95.0,1,BBC,Conservative,35,Male,0
qwen3_4b,82,1169,0.0,85.0,1,BBC,Liberal,29,Female,0
qwen3_4b,19,1930,0.0,100.0,0,BBC,Conservative,32,Male,1
qwen3_4b,224,135,1.0,80.0,0,FOX,Liberal,30,Female,0
qwen3_4b,259,1717,0.0,95.0,0,FOX,Liberal,25,Male,1
qwen3_4b,104,576,1.0,90.0,1,BBC,Independent,32,Female,1
qwen3_4b,101,451,0.0,90.0,0,BBC,Conservative,38,Male,1
qwen3_4b,272,136,0.0,95.0,1,FOX,Liberal,60,Female,0
qwen3_4b,136,874,0.0,95.0,0,CNN,Independent,34,Male,1
qwen3_4b,272,577,0.0,90.0,0,FOX,Independent,31,Female,1
qwen3_4b,287,748,0.0,90.0,0,FOX,Liberal,51,Male,1
qwen3_4b,105,73,0.0,90.0,1,BBC,Conservative,30,Male,0
qwen3_4b,94,1170,0.0,90.0,1,BBC,Conservative,53,Male,0
qwen3_4b,133,1485,0.0,90.0,1,CNN,Liberal,31,Female,0
qwen3_4b,110,1718,0.0,90.0,1,CNN,Conservative,25,Female,0
qwen3_4b,25,74,0.0,95.0,0,BBC,Liberal,39,Male,1
qwen3_4b,223,1296,0.0,90.0,1,FOX,Conservative,60,Female,0
qwen3_4b,101,578,0.0,95.0,1,BBC,Conservative,28,Female,0
qwen3_4b,13,1967,0.0,95.0,0,BBC,Liberal,20,Female,1
qwen3_4b,167,452,0.0,95.0,1,CNN,Independent,24,Female,0
qwen3_4b,178,137,0.0,95.0,1,FOX,Liberal,48,Female,0
qwen3_4b,121,749,0.0,95.0,1,CNN,Conservative,62,Female,0
qwen3_4b,2,1171,0.0,90.0,1,BBC,Liberal,36,Female,0
qwen3_4b,110,875,0.0,90.0,1,CNN,Conservative,30,Female,0
qwen3_4b,141,1297,0.0,95.0,0,CNN,Liberal,54,Male,1
qwen3_4b,21,1486,0.0,95.0,0,BBC,Conservative,40,Male,1
qwen3_4b,115,1719,0.0,95.0,0,CNN,Independent,25,Female,1
qwen3_4b,265,1842,0.0,90.0,0,FOX,Independent,56,Male,1
qwen3_4b,56,453,0.0,90.0,1,BBC,Liberal,32,Male,0
qwen3_4b,157,75,0.0,90.0,1,CNN,Independent,29,Female,0
qwen3_4b,161,750,0.0,90.0,1,CNN,Conservative,47,Male,0
qwen3_4b,64,579,0.0,90.0,0,BBC,Independent,25,Female,1
qwen3_4b,174,1172,0.0,95.0,1,FOX,Liberal,21,Female,0
qwen3_4b,267,1487,0.0,95.0,1,FOX,Conservative,59,Female,0
qwen3_4b,194,876,0.0,90.0,1,FOX,Liberal,50,Male,0
qwen3_4b,181,138,0.0,85.0,1,FOX,Liberal,43,Female,0
qwen3_4b,58,1720,0.0,95.0,0,BBC,Liberal,31,Male,1
qwen3_4b,171,1298,0.0,90.0,1,CNN,Liberal,25,Female,0
qwen3_4b,263,139,0.0,95.0,1,FOX,Conservative,43,Female,0
qwen3_4b,54,454,0.0,90.0,1,BBC,Conservative,25,Female,0
qwen3_4b,213,1173,0.0,95.0,1,FOX,Independent,30,Female,0
qwen3_4b,110,580,0.0,90.0,1,CNN,Independent,35,Female,0
qwen3_4b,52,76,0.0,90.0,1,BBC,Conservative,33,Male,0
qwen3_4b,137,1488,0.0,95.0,0,CNN,Conservative,34,Male,1
qwen3_4b,157,1299,0.0,95.0,1,CNN,Liberal,28,Male,0
qwen3_4b,231,877,0.0,90.0,1,FOX,Conservative,30,Male,0
qwen3_4b,168,77,0.0,90.0,1,CNN,Conservative,29,Female,0
qwen3_4b,121,140,0.0,95.0,0,CNN,Independent,28,Male,1
qwen3_4b,278,1721,0.0,90.0,0,FOX,Liberal,22,Male,1
qwen3_4b,285,751,0.0,90.0,0,FOX,Independent,43,Male,1
qwen3_4b,110,2119,0.0,90.0,0,CNN,Independent,39,Male,1
qwen3_4b,277,455,0.0,100.0,0,FOX,Independent,26,Male,1
qwen3_4b,168,581,0.0,100.0,0,CNN,Independent,64,Female,1
qwen3_4b,127,878,0.0,95.0,0,CNN,Independent,35,Female,1
qwen3_4b,20,1300,0.0,95.0,0,BBC,Liberal,44,Male,1
qwen3_4b,241,752,0.0,90.0,1,FOX,Conservative,33,Male,0
qwen3_4b,269,1722,0.0,100.0,1,FOX,Liberal,35,Female,0
qwen3_4b,230,1174,0.0,95.0,1,FOX,Liberal,53,Male,0
qwen3_4b,27,1931,0.0,95.0,0,BBC,Liberal,35,Male,1
qwen3_4b,136,1489,0.0,95.0,0,CNN,Conservative,50,Female,1
qwen3_4b,140,78,0.0,95.0,1,CNN,Liberal,47,Male,0
qwen3_4b,129,141,0.0,95.0,1,CNN,Independent,68,Male,0
qwen3_4b,78,456,0.0,95.0,0,BBC,Conservative,45,Male,1
qwen3_4b,118,582,0.0,95.0,1,CNN,Conservative,30,Male,0
qwen3_4b,287,753,0.0,95.0,1,FOX,Liberal,28,Male,0
qwen3_4b,146,879,0.0,95.0,0,CNN,Independent,48,Female,1
qwen3_4b,43,1175,0.0,90.0,1,BBC,Independent,25,Female,0
qwen3_4b,154,1301,0.0,95.0,0,CNN,Independent,30,Male,1
qwen3_4b,80,1490,0.0,90.0,1,BBC,Conservative,31,Male,0
qwen3_4b,114,1723,0.0,95.0,1,CNN,Independent,22,Male,0
qwen3_4b,111,1968,0.0,90.0,1,CNN,Conservative,25,Male,0
qwen3_4b,167,583,0.0,95.0,1,CNN,Liberal,23,Female,0
qwen3_4b,118,79,0.0,90.0,1,CNN,Liberal,37,Female,0
qwen3_4b,123,142,0.0,90.0,1,CNN,Liberal,32,Female,0
qwen3_4b,39,457,0.0,90.0,1,BBC,Conservative,42,Female,0
qwen3_4b,161,880,0.0,95.0,1,CNN,Independent,56,Female,0
qwen3_4b,13,1176,0.0,90.0,0,BBC,Liberal,59,Male,1
qwen3_4b,215,1724,0.0,90.0,0,FOX,Liberal,33,Female,1
qwen3_4b,112,1843,0.0,95.0,1,CNN,Liberal,32,Male,0
qwen3_4b,121,80,0.0,95.0,0,CNN,Liberal,24,Male,1
qwen3_4b,74,1491,0.0,95.0,1,BBC,Independent,30,Male,0
qwen3_4b,248,754,0.0,90.0,1,FOX,Independent,36,Male,0
qwen3_4b,86,143,0.0,95.0,1,BBC,Liberal,42,Female,0
qwen3_4b,235,1302,0.0,85.0,1,FOX,Liberal,33,Female,0
qwen3_4b,8,584,0.0,90.0,1,BBC,Liberal,32,Male,0
qwen3_4b,162,755,0.0,95.0,0,CNN,Liberal,69,Female,1
qwen3_4b,274,881,0.0,90.0,1,FOX,Conservative,36,Male,0
qwen3_4b,140,1303,0.0,95.0,1,CNN,Conservative,61,Female,0
qwen3_4b,74,458,0.0,95.0,0,BBC,Liberal,52,Female,1
qwen3_4b,136,1177,0.0,100.0,0,CNN,Liberal,43,Male,1
qwen3_4b,131,1492,0.0,90.0,1,CNN,Conservative,38,Male,0
qwen3_4b,225,81,0.0,95.0,1,FOX,Conservative,54,Male,0
qwen3_4b,184,144,0.0,90.0,0,FOX,Liberal,49,Male,1
qwen3_4b,205,1725,0.0,90.0,1,FOX,Liberal,34,Male,0
qwen3_4b,95,756,0.0,95.0,1,BBC,Liberal,27,Female,0
qwen3_4b,160,585,0.0,95.0,0,CNN,Other,90,Female,1
qwen3_4b,152,882,0.0,95.0,1,CNN,Liberal,64,Male,0
qwen3_4b,129,1178,0.0,95.0,1,CNN,Liberal,29,Female,0
qwen3_4b,223,459,0.0,90.0,1,FOX,Conservative,41,Male,0
qwen3_4b,169,1304,0.0,95.0,0,CNN,Conservative,64,Male,1
qwen3_4b,50,1726,0.0,90.0,1,BBC,Liberal,25,Female,0
qwen3_4b,74,1493,0.0,90.0,1,BBC,Liberal,35,Male,0
qwen3_4b,99,460,0.0,90.0,1,BBC,Independent,25,Male,0
qwen3_4b,20,586,0.0,95.0,1,BBC,Conservative,24,Male,0
qwen3_4b,222,2120,0.0,90.0,0,FOX,Other,25,Male,1
qwen3_4b,251,82,0.0,90.0,1,FOX,Liberal,61,Male,0
qwen3_4b,88,883,0.0,95.0,0,BBC,Conservative,25,Male,1
qwen3_4b,185,145,0.0,85.0,1,FOX,Conservative,42,Male,0
qwen3_4b,159,757,0.0,90.0,1,CNN,Conservative,54,Male,0
qwen3_4b,70,1305,0.0,95.0,1,BBC,Conservative,44,Female,0
qwen3_4b,65,1179,0.0,90.0,0,BBC,Other,35,Other,1
qwen3_4b,133,1494,0.0,90.0,1,CNN,Conservative,25,Female,0
qwen3_4b,45,1727,0.0,90.0,0,BBC,Independent,34,Female,1
qwen3_4b,160,146,0.0,90.0,0,CNN,Liberal,42,Female,1
qwen3_4b,162,461,0.0,90.0,1,CNN,Liberal,50,Female,0
qwen3_4b,215,1932,0.0,95.0,0,FOX,Liberal,30,Female,1
qwen3_4b,237,83,0.0,90.0,1,FOX,Liberal,25,Female,0
qwen3_4b,152,758,0.0,90.0,1,CNN,Conservative,39,Male,0
qwen3_4b,130,1180,0.0,95.0,0,CNN,Independent,35,Male,1
qwen3_4b,53,1728,0.0,95.0,1,BBC,Liberal,39,Male,0
qwen3_4b,111,587,0.0,95.0,0,CNN,Liberal,27,Female,1
qwen3_4b,63,1306,0.0,95.0,1,BBC,Conservative,55,Male,0
qwen3_4b,29,1495,0.0,90.0,0,BBC,Conservative,44,Female,1
qwen3_4b,39,884,0.0,90.0,1,BBC,Conservative,38,Female,0
qwen3_4b,59,1969,0.0,90.0,0,BBC,Liberal,36,Female,1
qwen3_4b,157,84,0.0,95.0,1,CNN,Independent,37,Other,0
qwen3_4b,234,462,0.0,95.0,0,FOX,Liberal,28,Male,1
qwen3_4b,138,588,0.0,90.0,0,CNN,Conservative,32,Female,1
qwen3_4b,101,1181,0.0,95.0,0,BBC,Independent,29,Female,1
qwen3_4b,211,885,0.0,95.0,0,FOX,Liberal,35,Female,1
qwen3_4b,199,759,0.0,95.0,1,FOX,Independent,33,Male,0
qwen3_4b,237,147,0.0,95.0,1,FOX,Liberal,28,Male,0
qwen3_4b,5,1307,0.0,95.0,0,BBC,Conservative,29,Female,1
qwen3_4b,130,1496,0.0,95.0,1,CNN,Independent,25,Female,0
qwen3_4b,141,148,0.0,95.0,1,CNN,Conservative,27,Female,0
qwen3_4b,76,463,0.0,95.0,1,BBC,Conservative,46,Female,0
qwen3_4b,115,1844,0.0,100.0,0,CNN,Conservative,53,Male,1
qwen3_4b,29,85,0.0,90.0,1,BBC,Liberal,22,Female,0
qwen3_4b,277,589,0.0,95.0,0,FOX,Liberal,44,Female,1
qwen3_4b,27,760,0.0,90.0,0,BBC,Liberal,34,Female,1
qwen3_4b,257,886,0.0,95.0,1,FOX,Independent,53,Male,0
qwen3_4b,132,1497,0.0,95.0,1,CNN,Liberal,45,Female,0
qwen3_4b,278,1729,0.0,90.0,1,FOX,Conservative,61,Female,0
qwen3_4b,38,1308,0.0,90.0,1,BBC,Liberal,38,Male,0
qwen3_4b,203,86,0.0,100.0,1,FOX,Liberal,32,Male,0
qwen3_4b,144,464,0.0,95.0,1,CNN,Liberal,31,Male,0
qwen3_4b,141,149,0.0,95.0,0,CNN,Liberal,61,Female,1
qwen3_4b,215,1730,0.0,95.0,0,FOX,Conservative,65,Male,1
qwen3_4b,118,1182,0.0,100.0,0,CNN,Conservative,30,Female,1
qwen3_4b,125,590,0.0,95.0,1,CNN,Independent,42,Male,0
qwen3_4b,140,1183,0.0,95.0,1,CNN,Independent,37,Female,0
qwen3_4b,57,1731,0.0,100.0,1,BBC,Liberal,30,Female,0
qwen3_4b,209,1309,0.0,95.0,1,FOX,Conservative,32,Male,0
qwen3_4b,131,1498,0.0,90.0,0,CNN,Liberal,37,Female,1
qwen3_4b,288,761,0.0,85.0,1,FOX,Liberal,33,Female,0
qwen3_4b,213,887,0.0,95.0,0,FOX,Liberal,26,Male,1
qwen3_4b,183,465,0.0,95.0,1,FOX,Independent,40,Male,0
qwen3_4b,193,2121,0.0,95.0,0,FOX,Conservative,40,Female,1
qwen3_4b,89,87,0.0,95.0,1,BBC,Conservative,48,Female,0
qwen3_4b,71,591,0.0,95.0,1,BBC,Liberal,26,Male,0
qwen3_4b,187,762,0.0,100.0,1,FOX,Independent,34,Female,0
qwen3_4b,24,1310,0.0,95.0,1,BBC,Liberal,48,Male,0
qwen3_4b,161,150,0.0,90.0,0,CNN,Liberal,30,Female,1
qwen3_4b,226,1184,0.0,95.0,0,FOX,Liberal,30,Female,1
